character,category,base_species,species_id_PROVISIONAL,keep(Y/n)
Goh,anime,SPECIES_PASSIMIAN,983,Y
Goh,anime,SPECIES_PYUKUMUKU,988,Y
Goh,anime,SPECIES_BRUXISH,996,Y
Goh,anime,SPECIES_GROOKEY,1102,Y
Goh,anime,SPECIES_SCORBUNNY,1105,Y
Goh,anime,SPECIES_SOBBLE,1108,Y
Goh,anime,SPECIES_SKWOVET,1111,Y
Goh,anime,SPECIES_GOSSIFLEUR,1121,Y
Goh,anime,SPECIES_MILCERY,1160,Y
Goh,anime,SPECIES_FALINKS,1162,Y
Goh,anime,SPECIES_ARCTOZOLT,1173,Y
Goh,anime,SPECIES_ETERNATUS,1182,Y
Goh,anime,SPECIES_REGIELEKI,1186,Y
Gordie,gymleader,SPECIES_SHUCKLE,213,Y
Gordie,gymleader,SPECIES_LARVITAR,246,Y
Gordie,gymleader,SPECIES_BINACLE,796,Y
Gordie,gymleader,SPECIES_ROLYCOLY,1129,Y
Gordie,gymleader,SPECIES_STONJOURNER,1166,Y
Grant,gymleader,SPECIES_ONIX,95,Y
Grant,gymleader,SPECIES_TYRUNT,804,Y
Grant,gymleader,SPECIES_AMAURA,806,Y
Greta,frontier,SPECIES_GASTLY,92,Y
Greta,frontier,SPECIES_EEVEE,133,Y
Greta,frontier,SPECIES_HERACROSS,214,Y
Greta,frontier,SPECIES_NINCADA,301,Y
Greta,frontier,SPECIES_SHROOMISH,306,Y
Greta,frontier,SPECIES_MAKUHITA,335,Y
Greta,frontier,SPECIES_MEDITITE,356,Y
Grimsley,elite4,SPECIES_MURKROW,198,Y
Grimsley,elite4,SPECIES_HOUNDOUR,228,Y
Grimsley,elite4,SPECIES_LARVITAR,246,Y
Grimsley,elite4,SPECIES_CARVANHA,330,Y
Grimsley,elite4,SPECIES_ABSOL,376,Y
Grimsley,elite4,SPECIES_SKORUPI,504,Y
Grimsley,elite4,SPECIES_PURRLOIN,562,Y
Grimsley,elite4,SPECIES_SANDILE,604,Y
Grimsley,elite4,SPECIES_SCRAGGY,612,Y
Grimsley,elite4,SPECIES_PAWNIARD,677,Y
Guzma,villain,SPECIES_SCYTHER,123,Y
Guzma,villain,SPECIES_PINSIR,127,Y
Guzma,villain,SPECIES_SPINARAK,167,Y
Guzma,villain,SPECIES_MURKROW,198,Y
Guzma,villain,SPECIES_SURSKIT,311,Y
Guzma,villain,SPECIES_CROAGUNK,506,Y
Guzma,villain,SPECIES_PURRLOIN,562,Y
Guzma,villain,SPECIES_PAWNIARD,677,Y
Guzma,villain,SPECIES_GRUBBIN,953,Y
Guzma,villain,SPECIES_MAREANIE,964,Y
Guzma,villain,SPECIES_WIMPOD,984,Y
Guzma,villain,SPECIES_BUZZWOLE,1011,Y
Hala,anime,SPECIES_MANKEY,56,Y
Hala,anime,SPECIES_POLIWAG,60,Y
Hala,anime,SPECIES_MACHOP,66,Y
Hala,anime,SPECIES_MAKUHITA,335,Y
Hala,anime,SPECIES_ROWLET,939,Y
Hala,anime,SPECIES_LITTEN,942,Y
Hala,anime,SPECIES_POPPLIO,945,Y
Hala,anime,SPECIES_CRABRAWLER,956,Y
Hala,anime,SPECIES_STUFFUL,976,Y
Hapu,anime,SPECIES_DIGLETT,50,Y
Hapu,anime,SPECIES_TRAPINCH,332,Y
Hapu,anime,SPECIES_SHELLOS,475,Y
Hapu,anime,SPECIES_SANDILE,604,Y
Hapu,anime,SPECIES_GOLETT,675,Y
Hapu,anime,SPECIES_MUDBRAY,966,Y
Hassel,anime,SPECIES_DRATINI,147,Y
Hassel,anime,SPECIES_GIBLE,496,Y
Hassel,anime,SPECIES_AXEW,663,Y
Hassel,anime,SPECIES_SKRELP,798,Y
Hassel,anime,SPECIES_NOIBAT,822,Y
Hassel,anime,SPECIES_APPLIN,1132,Y
Hassel,anime,SPECIES_DURALUDON,1176,Y
Hau,champion,SPECIES_TAUROS,128,Y
Hau,champion,SPECIES_EEVEE,133,Y
Hau,champion,SPECIES_PICHU,172,Y
Hau,champion,SPECIES_NOIBAT,822,Y
Hau,champion,SPECIES_ROWLET,939,Y
Hau,champion,SPECIES_LITTEN,942,Y
Hau,champion,SPECIES_POPPLIO,945,Y
Hau,champion,SPECIES_CRABRAWLER,956,Y
Hau,champion,SPECIES_KOMALA,992,Y
Hau,champion,SPECIES_TAPU_KOKO,1002,Y
Hau,champion,SPECIES_STAKATAKA,1076,Y
Hau,champion,SPECIES_BLACEPHALON,1077,Y
Hilbert,anime,SPECIES_EEVEE,133,Y
Hilbert,anime,SPECIES_POOCHYENA,286,Y
Hilbert,anime,SPECIES_SNIVY,548,Y
Hilbert,anime,SPECIES_TEPIG,551,Y
Hilbert,anime,SPECIES_OSHAWOTT,554,Y
Hilbert,anime,SPECIES_MUNNA,570,Y
Hilbert,anime,SPECIES_ROGGENROLA,577,Y
Hilbert,anime,SPECIES_DRILBUR,582,Y
Hilbert,anime,SPECIES_AUDINO,584,Y
Hilbert,anime,SPECIES_TIMBURR,585,Y
Hilbert,anime,SPECIES_THROH,591,Y
Hilbert,anime,SPECIES_SAWK,592,Y
Hilbert,anime,SPECIES_PETILIL,601,Y
Hilbert,anime,SPECIES_SANDILE,604,Y
Hilbert,anime,SPECIES_DARUMAKA,607,Y
Hilbert,anime,SPECIES_SCRAGGY,612,Y
Hilbert,anime,SPECIES_YAMASK,615,Y
Hilbert,anime,SPECIES_ARCHEN,619,Y
Hilbert,anime,SPECIES_GOTHITA,627,Y
Hilbert,anime,SPECIES_SOLOSIS,630,Y
Hilbert,anime,SPECIES_VANILLITE,635,Y
Hilbert,anime,SPECIES_KARRABLAST,641,Y
Hilbert,anime,SPECIES_FOONGUS,643,Y
Hilbert,anime,SPECIES_FRILLISH,645,Y
Hilbert,anime,SPECIES_ALOMOMOLA,647,Y
Hilbert,anime,SPECIES_FERROSEED,650,Y
Hilbert,anime,SPECIES_KLINK,652,Y
Hilbert,anime,SPECIES_TYNAMO,655,Y
Hilbert,anime,SPECIES_LITWICK,660,Y
Hilbert,anime,SPECIES_AXEW,663,Y
Hilbert,anime,SPECIES_CUBCHOO,666,Y
Hilbert,anime,SPECIES_CRYOGONAL,668,Y
Hilbert,anime,SPECIES_SHELMET,669,Y
Hilbert,anime,SPECIES_MIENFOO,672,Y
Hilbert,anime,SPECIES_DRUDDIGON,674,Y
Hilbert,anime,SPECIES_GOLETT,675,Y
Hilbert,anime,SPECIES_PAWNIARD,677,Y
Hilbert,anime,SPECIES_BOUFFALANT,679,Y
Hilbert,anime,SPECIES_RUFFLET,680,Y
Hilbert,anime,SPECIES_VULLABY,682,Y
Hilbert,anime,SPECIES_DURANT,685,Y
Hilbert,anime,SPECIES_THUNDURUS,695,Y
Hilbert,anime,SPECIES_RESHIRAM,696,Y
Hilbert,anime,SPECIES_ZEKROM,697,Y
Hilbert,anime,SPECIES_KYUREM,699,Y
Hilbert,anime,SPECIES_GENESECT,702,Y
Hilda,anime,SPECIES_EEVEE,133,Y
Hilda,anime,SPECIES_VICTINI,547,Y
Hilda,anime,SPECIES_SNIVY,548,Y
Hilda,anime,SPECIES_TEPIG,551,Y
Hilda,anime,SPECIES_OSHAWOTT,554,Y
Hilda,anime,SPECIES_MUNNA,570,Y
Hilda,anime,SPECIES_ROGGENROLA,577,Y
Hilda,anime,SPECIES_DRILBUR,582,Y
Hilda,anime,SPECIES_AUDINO,584,Y
Hilda,anime,SPECIES_TIMBURR,585,Y
Hilda,anime,SPECIES_THROH,591,Y
Hilda,anime,SPECIES_SAWK,592,Y
Hilda,anime,SPECIES_PETILIL,601,Y
Hilda,anime,SPECIES_SANDILE,604,Y
Hilda,anime,SPECIES_DARUMAKA,607,Y
Hilda,anime,SPECIES_SCRAGGY,612,Y
Hilda,anime,SPECIES_YAMASK,615,Y
Hilda,anime,SPECIES_ARCHEN,619,Y
Hilda,anime,SPECIES_GOTHITA,627,Y
Hilda,anime,SPECIES_SOLOSIS,630,Y
Hilda,anime,SPECIES_VANILLITE,635,Y
Hilda,anime,SPECIES_KARRABLAST,641,Y
Hilda,anime,SPECIES_FOONGUS,643,Y
Hilda,anime,SPECIES_FRILLISH,645,Y
Hilda,anime,SPECIES_ALOMOMOLA,647,Y
Hilda,anime,SPECIES_FERROSEED,650,Y
Hilda,anime,SPECIES_KLINK,652,Y
Hilda,anime,SPECIES_TYNAMO,655,Y
Hilda,anime,SPECIES_LITWICK,660,Y
Hilda,anime,SPECIES_AXEW,663,Y
Hilda,anime,SPECIES_CUBCHOO,666,Y
Hilda,anime,SPECIES_CRYOGONAL,668,Y
Hilda,anime,SPECIES_SHELMET,669,Y
Hilda,anime,SPECIES_MIENFOO,672,Y
Hilda,anime,SPECIES_DRUDDIGON,674,Y
Hilda,anime,SPECIES_GOLETT,675,Y
Hilda,anime,SPECIES_PAWNIARD,677,Y
Hilda,anime,SPECIES_BOUFFALANT,679,Y
Hilda,anime,SPECIES_RUFFLET,680,Y
Hilda,anime,SPECIES_VULLABY,682,Y
Hilda,anime,SPECIES_DURANT,685,Y
Hilda,anime,SPECIES_TORNADUS,694,Y
Hilda,anime,SPECIES_RESHIRAM,696,Y
Hilda,anime,SPECIES_ZEKROM,697,Y
Hilda,anime,SPECIES_DIANCIE,827,Y
Hilda,anime,SPECIES_CLOBBOPUS,1144,Y
Hop,rival,SPECIES_ZAPDOS,145,Y
Hop,rival,SPECIES_REGIROCK,401,Y
Hop,rival,SPECIES_REGICE,402,Y
Hop,rival,SPECIES_REGISTEEL,403,Y
Hop,rival,SPECIES_MUNCHLAX,499,Y
Hop,rival,SPECIES_HEATMOR,684,Y
Hop,rival,SPECIES_PHANTUMP,816,Y
Hop,rival,SPECIES_GROOKEY,1102,Y
Hop,rival,SPECIES_SCORBUNNY,1105,Y
Hop,rival,SPECIES_SOBBLE,1108,Y
Hop,rival,SPECIES_ROOKIDEE,1113,Y
Hop,rival,SPECIES_WOOLOO,1123,Y
Hop,rival,SPECIES_YAMPER,1127,Y
Hop,rival,SPECIES_SILICOBRA,1135,Y
Hop,rival,SPECIES_CRAMORANT,1137,Y
Hop,rival,SPECIES_TOXEL,1140,Y
Hop,rival,SPECIES_PINCURCHIN,1163,Y
Hop,rival,SPECIES_ZACIAN,1180,Y
Hop,rival,SPECIES_ZAMAZENTA,1181,Y
Hugh,rival,SPECIES_TRAPINCH,332,Y
Hugh,rival,SPECIES_SNIVY,548,Y
Hugh,rival,SPECIES_TEPIG,551,Y
Hugh,rival,SPECIES_OSHAWOTT,554,Y
Hugh,rival,SPECIES_PURRLOIN,562,Y
Hugh,rival,SPECIES_PANSAGE,564,Y
Hugh,rival,SPECIES_PANSEAR,566,Y
Hugh,rival,SPECIES_PANPOUR,568,Y
Hugh,rival,SPECIES_PIDOVE,572,Y
Hugh,rival,SPECIES_TYNAMO,655,Y
Hugh,rival,SPECIES_BOUFFALANT,679,Y
Ingo,frontier,SPECIES_ABRA,63,Y
Ingo,frontier,SPECIES_MACHOP,66,Y
Ingo,frontier,SPECIES_MAGNEMITE,81,Y
Ingo,frontier,SPECIES_TANGELA,114,Y
Ingo,frontier,SPECIES_SCYTHER,123,Y
Ingo,frontier,SPECIES_PORYGON,137,Y
Ingo,frontier,SPECIES_GLIGAR,207,Y
Ingo,frontier,SPECIES_NOSEPASS,320,Y
Ingo,frontier,SPECIES_DRILBUR,582,Y
Ingo,frontier,SPECIES_TIMBURR,585,Y
Ingo,frontier,SPECIES_DWEBBLE,610,Y
Ingo,frontier,SPECIES_TRUBBISH,621,Y
Ingo,frontier,SPECIES_KLINK,652,Y
Ingo,frontier,SPECIES_LITWICK,660,Y
Ingo,frontier,SPECIES_AXEW,663,Y
Ingo,frontier,SPECIES_SNEASEL_H,1240,Y
Ingo,frontier,SPECIES_BASCULIN_H,1243,Y
Irida,rival,SPECIES_EEVEE,133,Y
Iris,champion,SPECIES_LAPRAS,131,Y
Iris,champion,SPECIES_DRATINI,147,Y
Iris,champion,SPECIES_ARON,382,Y
Iris,champion,SPECIES_BAGON,395,Y
Iris,champion,SPECIES_GIBLE,496,Y
Iris,champion,SPECIES_DRILBUR,582,Y
Iris,champion,SPECIES_ARCHEN,619,Y
Iris,champion,SPECIES_EMOLGA,640,Y
Iris,champion,SPECIES_AXEW,663,Y
Iris,champion,SPECIES_DRUDDIGON,674,Y
Iris,champion,SPECIES_DEINO,686,Y
Iris,champion,SPECIES_POIPOLE,1074,Y
James,anime,SPECIES_GROWLITHE,58,Y
James,anime,SPECIES_BELLSPROUT,69,Y
James,anime,SPECIES_KOFFING,109,Y
James,anime,SPECIES_MAGIKARP,129,Y
James,anime,SPECIES_NUMEL,339,Y
James,anime,SPECIES_CACNEA,344,Y
James,anime,SPECIES_CHINGLING,486,Y
James,anime,SPECIES_MIME_JR,492,Y
James,anime,SPECIES_CARNIVINE,508,Y
James,anime,SPECIES_YAMASK,615,Y
James,anime,SPECIES_FOONGUS,643,Y
James,anime,SPECIES_INKAY,794,Y
James,anime,SPECIES_MAREANIE,964,Y
James,anime,SPECIES_MORPEKO,1169,Y
Janine,gymleader,SPECIES_EKANS,23,Y
Janine,gymleader,SPECIES_NIDORAN_F,29,Y
Janine,gymleader,SPECIES_ZUBAT,41,Y
Janine,gymleader,SPECIES_VENONAT,48,Y
Janine,gymleader,SPECIES_TENTACOOL,72,Y
Janine,gymleader,SPECIES_GRIMER,88,Y
Janine,gymleader,SPECIES_KOFFING,109,Y
Janine,gymleader,SPECIES_EEVEE,133,Y
Janine,gymleader,SPECIES_CHIKORITA,152,Y
Janine,gymleader,SPECIES_SPINARAK,167,Y
Janine,gymleader,SPECIES_GIRAFARIG,203,Y
Janine,gymleader,SPECIES_PINECO,204,Y
Janine,gymleader,SPECIES_GLIGAR,207,Y
Janine,gymleader,SPECIES_STANTLER,234,Y
Janine,gymleader,SPECIES_BUDEW,459,Y
Janine,gymleader,SPECIES_SKORUPI,504,Y
Janine,gymleader,SPECIES_CROAGUNK,506,Y
Jasmine,gymleader,SPECIES_SQUIRTLE,7,Y
Jasmine,gymleader,SPECIES_PONYTA,77,Y
Jasmine,gymleader,SPECIES_SLOWPOKE,79,Y
Jasmine,gymleader,SPECIES_MAGNEMITE,81,Y
Jasmine,gymleader,SPECIES_ONIX,95,Y
Jasmine,gymleader,SPECIES_SCYTHER,123,Y
Jasmine,gymleader,SPECIES_TOGEPI,175,Y
Jasmine,gymleader,SPECIES_MAREEP,179,Y
Jasmine,gymleader,SPECIES_PINECO,204,Y
Jasmine,gymleader,SPECIES_CORSOLA,222,Y
Jasmine,gymleader,SPECIES_SKARMORY,227,Y
Jasmine,gymleader,SPECIES_STANTLER,234,Y
Jasmine,gymleader,SPECIES_MAWILE,355,Y
Jasmine,gymleader,SPECIES_BELDUM,398,Y
Jasmine,gymleader,SPECIES_PIPLUP,446,Y
Jasmine,gymleader,SPECIES_BRONZOR,489,Y
Jasmine,gymleader,SPECIES_RIOLU,500,Y
Jasmine,gymleader,SPECIES_MANTYKE,511,Y
Jasmine,gymleader,SPECIES_DRILBUR,582,Y
Jasmine,gymleader,SPECIES_FERROSEED,650,Y
Jasmine,gymleader,SPECIES_KLINK,652,Y
Jasmine,gymleader,SPECIES_CELESTEELA,1014,Y
Jessie,anime,SPECIES_EKANS,23,Y
Jessie,anime,SPECIES_MEOWTH,52,Y
Jessie,anime,SPECIES_SHELLDER,90,Y
Jessie,anime,SPECIES_LICKITUNG,108,Y
Jessie,anime,SPECIES_KOFFING,109,Y
Jessie,anime,SPECIES_STARYU,120,Y
Jessie,anime,SPECIES_YANMA,193,Y
Jessie,anime,SPECIES_WURMPLE,290,Y
Jessie,anime,SPECIES_MAWILE,355,Y
Jessie,anime,SPECIES_WYNAUT,360,Y
Jessie,anime,SPECIES_SEVIPER,379,Y
Jessie,anime,SPECIES_WOOBAT,580,Y
Jessie,anime,SPECIES_FRILLISH,645,Y
Jessie,anime,SPECIES_PUMPKABOO,818,Y
Jessie,anime,SPECIES_MIMIKYU,995,Y
Juan,gymleader,SPECIES_POLIWAG,60,Y
Juan,gymleader,SPECIES_TENTACOOL,72,Y
Juan,gymleader,SPECIES_HORSEA,116,Y
Juan,gymleader,SPECIES_GOLDEEN,118,Y
Juan,gymleader,SPECIES_STARYU,120,Y
Juan,gymleader,SPECIES_LAPRAS,131,Y
Juan,gymleader,SPECIES_CHINCHOU,170,Y
Juan,gymleader,SPECIES_CORSOLA,222,Y
Juan,gymleader,SPECIES_WINGULL,309,Y
Juan,gymleader,SPECIES_SURSKIT,311,Y
Juan,gymleader,SPECIES_WAILMER,313,Y
Juan,gymleader,SPECIES_BARBOACH,323,Y
Juan,gymleader,SPECIES_LUVDISC,325,Y
Juan,gymleader,SPECIES_CORPHISH,326,Y
Juan,gymleader,SPECIES_FEEBAS,328,Y
Juan,gymleader,SPECIES_SPHEAL,341,Y
Juan,gymleader,SPECIES_AZURILL,350,Y
Juan,gymleader,SPECIES_CLAMPERL,373,Y
Juan,gymleader,SPECIES_RELICANTH,381,Y
Juniper,professor,SPECIES_SNIVY,548,Y
Juniper,professor,SPECIES_TEPIG,551,Y
Juniper,professor,SPECIES_OSHAWOTT,554,Y
Juniper,professor,SPECIES_PATRAT,557,Y
Juniper,professor,SPECIES_ARCHEN,619,Y
Juniper,professor,SPECIES_MINCCINO,625,Y
Juniper,professor,SPECIES_KARRABLAST,641,Y
Juniper,professor,SPECIES_SHELMET,669,Y
Jupiter,villain,SPECIES_NIDORAN_M,32,Y
Jupiter,villain,SPECIES_ZUBAT,41,Y
Jupiter,villain,SPECIES_GASTLY,92,Y
Jupiter,villain,SPECIES_TANGELA,114,Y
Jupiter,villain,SPECIES_SABLEYE,322,Y
Jupiter,villain,SPECIES_SHELLOS,475,Y
Jupiter,villain,SPECIES_STUNKY,487,Y
Jupiter,villain,SPECIES_BRONZOR,489,Y
Jupiter,villain,SPECIES_CROAGUNK,506,Y
Kabu,gymleader,SPECIES_VULPIX,37,Y
Kabu,gymleader,SPECIES_GROWLITHE,58,Y
Kabu,gymleader,SPECIES_TORKOAL,321,Y
Kabu,gymleader,SPECIES_NUMEL,339,Y
Kabu,gymleader,SPECIES_SALANDIT,974,Y
Kabu,gymleader,SPECIES_SIZZLIPEDE,1142,Y
Kahili,elite4,SPECIES_ZUBAT,41,Y
Kahili,elite4,SPECIES_SKARMORY,227,Y
Kahili,elite4,SPECIES_RUFFLET,680,Y
Kahili,elite4,SPECIES_VULLABY,682,Y
Kahili,elite4,SPECIES_HAWLUCHA,809,Y
Kahili,elite4,SPECIES_PIKIPEK,948,Y
Kahili,elite4,SPECIES_ORICORIO,958,Y
Kamado,villain,SPECIES_GEODUDE,74,Y
Kamado,villain,SPECIES_CLEFFA,173,Y
Kamado,villain,SPECIES_HERACROSS,214,Y
Kamado,villain,SPECIES_TEDDIURSA,216,Y
Kamado,villain,SPECIES_NOSEPASS,320,Y
Kamado,villain,SPECIES_MUNCHLAX,499,Y
Kamado,villain,SPECIES_RUFFLET,680,Y
Karen,elite4,SPECIES_ODDISH,43,Y
Karen,elite4,SPECIES_MEOWTH,52,Y
Karen,elite4,SPECIES_BELLSPROUT,69,Y
Karen,elite4,SPECIES_SLOWPOKE,79,Y
Karen,elite4,SPECIES_GASTLY,92,Y
Karen,elite4,SPECIES_VOLTORB,100,Y
Karen,elite4,SPECIES_EEVEE,133,Y
Karen,elite4,SPECIES_MURKROW,198,Y
Karen,elite4,SPECIES_MISDREAVUS,200,Y
Karen,elite4,SPECIES_SNEASEL,215,Y
Karen,elite4,SPECIES_HOUNDOUR,228,Y
Karen,elite4,SPECIES_MAGBY,240,Y
Karen,elite4,SPECIES_ABSOL,376,Y
Karen,elite4,SPECIES_SPIRITOMB,495,Y
Kiawe (anime),anime,SPECIES_CHARMANDER,4,Y
Kiawe (anime),anime,SPECIES_GROWLITHE,58,Y
Kiawe (anime),anime,SPECIES_CUBONE,104,Y
Kiawe (anime),anime,SPECIES_KANGASKHAN,115,Y
Kiawe (anime),anime,SPECIES_MAGBY,240,Y
Kiawe (anime),anime,SPECIES_FLETCHLING,769,Y
Kiawe (anime),anime,SPECIES_SALANDIT,974,Y
Kiawe (anime),anime,SPECIES_TURTONATOR,993,Y
Koga,elite4,SPECIES_EKANS,23,Y
Koga,elite4,SPECIES_NIDORAN_F,29,Y
Koga,elite4,SPECIES_NIDORAN_M,32,Y
Koga,elite4,SPECIES_VULPIX,37,Y
Koga,elite4,SPECIES_ZUBAT,41,Y
Koga,elite4,SPECIES_PARAS,46,Y
Koga,elite4,SPECIES_VENONAT,48,Y
Koga,elite4,SPECIES_TENTACOOL,72,Y
Koga,elite4,SPECIES_GRIMER,88,Y
Koga,elite4,SPECIES_GASTLY,92,Y
Koga,elite4,SPECIES_DROWZEE,96,Y
Koga,elite4,SPECIES_VOLTORB,100,Y
Koga,elite4,SPECIES_KOFFING,109,Y
Koga,elite4,SPECIES_RHYHORN,111,Y
Koga,elite4,SPECIES_TANGELA,114,Y
Koga,elite4,SPECIES_SCYTHER,123,Y
Koga,elite4,SPECIES_LAPRAS,131,Y
Koga,elite4,SPECIES_ARTICUNO,144,Y
Koga,elite4,SPECIES_SPINARAK,167,Y
Koga,elite4,SPECIES_CHINCHOU,170,Y
Koga,elite4,SPECIES_PINECO,204,Y
Koga,elite4,SPECIES_GLIGAR,207,Y
Koga,elite4,SPECIES_STANTLER,234,Y
Koga,elite4,SPECIES_MAGBY,240,Y
Koga,elite4,SPECIES_GULPIN,367,Y
Koga,elite4,SPECIES_STUNKY,487,Y
Koga,elite4,SPECIES_CROAGUNK,506,Y
Korrina,gymleader,SPECIES_MACHOP,66,Y
Korrina,gymleader,SPECIES_MEDITITE,356,Y
Korrina,gymleader,SPECIES_RALTS,392,Y
Korrina,gymleader,SPECIES_RIOLU,500,Y
Korrina,gymleader,SPECIES_MIENFOO,672,Y
Korrina,gymleader,SPECIES_CHESPIN,758,Y
Korrina,gymleader,SPECIES_HAWLUCHA,809,Y
Korrina,gymleader,SPECIES_CRABRAWLER,956,Y
Korrina,gymleader,SPECIES_MARSHADOW,1019,Y
Korrina,gymleader,SPECIES_FARFETCHD_G,1217,Y
Kris,protagonist,SPECIES_EEVEE,133,Y
Kris,protagonist,SPECIES_CHIKORITA,152,Y
Kris,protagonist,SPECIES_CYNDAQUIL,155,Y
Kris,protagonist,SPECIES_TOTODILE,158,Y
Kris,protagonist,SPECIES_IGGLYBUFF,174,Y
Kris,protagonist,SPECIES_SUICUNE,245,Y
Kukui,champion,SPECIES_BULBASAUR,1,Y
Kukui,champion,SPECIES_VULPIX,37,Y
Kukui,champion,SPECIES_POLIWAG,60,Y
Kukui,champion,SPECIES_MAGNEMITE,81,Y
Kukui,champion,SPECIES_PICHU,172,Y
Kukui,champion,SPECIES_MURKROW,198,Y
Kukui,champion,SPECIES_SNUBBULL,209,Y
Kukui,champion,SPECIES_CORSOLA,222,Y
Kukui,champion,SPECIES_LUVDISC,325,Y
Kukui,champion,SPECIES_PIPLUP,446,Y
Kukui,champion,SPECIES_MUNCHLAX,499,Y
Kukui,champion,SPECIES_RIOLU,500,Y
Kukui,champion,SPECIES_ROTOM,532,Y
Kukui,champion,SPECIES_RUFFLET,680,Y
Kukui,champion,SPECIES_ROWLET,939,Y
Kukui,champion,SPECIES_LITTEN,942,Y
Kukui,champion,SPECIES_POPPLIO,945,Y
Kukui,champion,SPECIES_PIKIPEK,948,Y
Kukui,champion,SPECIES_GRUBBIN,953,Y
Kukui,champion,SPECIES_CRABRAWLER,956,Y
Kukui,champion,SPECIES_CUTIEFLY,959,Y
Kukui,champion,SPECIES_ROCKRUFF,961,Y
Kukui,champion,SPECIES_STUFFUL,976,Y
Lana (anime),anime,SPECIES_SHELLDER,90,Y
Lana (anime),anime,SPECIES_LAPRAS,131,Y
Lana (anime),anime,SPECIES_EEVEE,133,Y
Lana (anime),anime,SPECIES_CHINCHOU,170,Y
Lana (anime),anime,SPECIES_FEEBAS,328,Y
Lana (anime),anime,SPECIES_POPPLIO,945,Y
Lana (anime),anime,SPECIES_DEWPIDER,968,Y
Lana (anime),anime,SPECIES_XURKITREE,1013,Y
Lance,champion,SPECIES_CHARMANDER,4,Y
Lance,champion,SPECIES_GROWLITHE,58,Y
Lance,champion,SPECIES_ONIX,95,Y
Lance,champion,SPECIES_EXEGGCUTE,102,Y
Lance,champion,SPECIES_KANGASKHAN,115,Y
Lance,champion,SPECIES_HORSEA,116,Y
Lance,champion,SPECIES_MAGIKARP,129,Y
Lance,champion,SPECIES_LAPRAS,131,Y
Lance,champion,SPECIES_AERODACTYL,142,Y
Lance,champion,SPECIES_DRATINI,147,Y
Lance,champion,SPECIES_TOTODILE,158,Y
Lance,champion,SPECIES_ELEKID,239,Y
Lance,champion,SPECIES_LARVITAR,246,Y
Lance,champion,SPECIES_LUGIA,249,Y
Lance,champion,SPECIES_TRAPINCH,332,Y
Lance,champion,SPECIES_SWABLU,358,Y
Lance,champion,SPECIES_BAGON,395,Y
Lance,champion,SPECIES_GIBLE,496,Y
Lance,champion,SPECIES_MUNCHLAX,499,Y
Lance,champion,SPECIES_AXEW,663,Y
Lance,champion,SPECIES_DEINO,686,Y
Larry,anime,SPECIES_TAUROS,128,Y
Larry,anime,SPECIES_DUNSPARCE,206,Y
Larry,anime,SPECIES_SWABLU,358,Y
Larry,anime,SPECIES_TROPIUS,369,Y
Larry,anime,SPECIES_STARLY,449,Y
Larry,anime,SPECIES_RUFFLET,680,Y
Larry,anime,SPECIES_ORICORIO,958,Y
Larry,anime,SPECIES_KOMALA,992,Y
Laventon,professor,SPECIES_CYNDAQUIL,155,Y
Laventon,professor,SPECIES_OSHAWOTT,554,Y
Laventon,professor,SPECIES_ROWLET,939,Y
Leaf,protagonist,SPECIES_BULBASAUR,1,Y
Leaf,protagonist,SPECIES_SQUIRTLE,7,Y
Leaf,protagonist,SPECIES_EEVEE,133,Y
Leaf,protagonist,SPECIES_MOLTRES,146,Y
Leaf,protagonist,SPECIES_CLEFFA,173,Y
Lenora,gymleader,SPECIES_LICKITUNG,108,Y
Lenora,gymleader,SPECIES_KANGASKHAN,115,Y
Lenora,gymleader,SPECIES_CLEFFA,173,Y
Lenora,gymleader,SPECIES_DUNSPARCE,206,Y
Lenora,gymleader,SPECIES_PATRAT,557,Y
Lenora,gymleader,SPECIES_LILLIPUP,559,Y
Lenora,gymleader,SPECIES_AUDINO,584,Y
Lenora,gymleader,SPECIES_MINCCINO,625,Y
Lenora,gymleader,SPECIES_DEERLING,638,Y
Lenora,gymleader,SPECIES_RUFFLET,680,Y
Leon,champion,SPECIES_CHARMANDER,4,Y
Leon,champion,SPECIES_RHYHORN,111,Y
Leon,champion,SPECIES_TYMPOLE,588,Y
Leon,champion,SPECIES_AXEW,663,Y
Leon,champion,SPECIES_HONEDGE,787,Y
Leon,champion,SPECIES_GROOKEY,1102,Y
Leon,champion,SPECIES_SCORBUNNY,1105,Y
Leon,champion,SPECIES_SOBBLE,1108,Y
Leon,champion,SPECIES_ROOKIDEE,1113,Y
Leon,champion,SPECIES_WOOLOO,1123,Y
Leon,champion,SPECIES_DREEPY,1177,Y
Leon,champion,SPECIES_ETERNATUS,1182,Y
Leon,champion,SPECIES_CALYREX,1190,Y
Leon,champion,SPECIES_MIME_JR_G,1228,Y
Lillie (anime),anime,SPECIES_VULPIX,37,Y
Lillie (anime),anime,SPECIES_CLEFFA,173,Y
Lillie (anime),anime,SPECIES_CUTIEFLY,959,Y
Lillie (anime),anime,SPECIES_COMFEY,981,Y
Lillie (anime),anime,SPECIES_COSMOG,1006,Y
Lillie (anime),anime,SPECIES_MAGEARNA,1018,Y
Lillie (anime),anime,SPECIES_BLACEPHALON,1077,Y
Liza,gymleader,SPECIES_SLOWPOKE,79,Y
Liza,gymleader,SPECIES_DROWZEE,96,Y
